決算年度,業務コード,業種コード,事業コード,団体コード,団体名,施設コード,施設名,表番号,行番号,条件1,条件2,条件3,条件4,条件5,条件6,条件7,条件8,列001,列002,列003,列004,列005,列006,列007,列008,列009,列010,列011,列012,列013,列014,列015,列016,列017,列018,列019,列020,列021,列022,列023,列024,列025,列026,列027,列028,列029,列030,列031,列032,列033,列034,列035,列036,列037,列038,列039,列040,列041,列042,列043,列044,列045,列046,列047,列048,列049,列050,列051,列052,列053,列054,列055,列056,列057,列058,列059,列060,列061,列062,列063,列064,列065,列066,列067,列068,列069,列070,列071,列072,列073,列074,列075,列076,列077,列078,列079,列080,列081,列082,列083,列084,列085,列086,列087,列088,列089,列090,列091,列092,列093,列094,列095,列096,列097,列098,列099
2020,46,6,0,97500,地方独立行政法人新小山市民病院,1,地方独立行政法人新小山市民病院,61,1,3,6,1,3,3,0,0,0,10258899,9895105,6511963,2144633,169945,40722,528220,140231,0,0,0,359391,0,0,363794,286333,0,0,32,32,0,0,0.0,77429.0,9752941.0,9350221.0,4858538.0,2026904.0,757934.0,0.0,0.0,0.0,1706845.0,0.0,0.0,0.0,0.0,0.0,0.0,402720.0,45331.0,45331.0,0.0,0.0,357389.0,505958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505958.0,0.0,0.0,505958.0,0.0,0.0,0.0,0.0,0.0,1004532.0,223432.0,776882.0,0.0,0.0,4218.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,97510,地方独立行政法人栃木県立がんセンター,1,栃木県立がんセンター,61,1,2,6,1,4,3,0,0,0,9900251,9800418,3999655,3446624,1152912,0,405876,578364,0,0,0,216987,0,0,99654,54835,0,0,0,0,0,0,0.0,44819.0,9787029.0,9700429.0,3886059.0,2866452.0,662566.0,0.0,0.0,0.0,2285352.0,0.0,0.0,0.0,0.0,0.0,0.0,86600.0,82778.0,82778.0,0.0,0.0,3822.0,113043.0,0.0,179.0,0.0,0.0,179.0,0.0,0.0,0.0,113222.0,0.0,0.0,113222.0,0.0,0.0,1207747.0,0.0,0.0,644182.0,360069.0,282599.0,0.0,0.0,1514.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,97520,地方独立行政法人栃木県立リハビリテーションセンター,1,栃木県立リハビリテーションセンター,61,1,2,6,1,5,3,0,0,0,3449329,3386754,1342596,165472,724542,498232,7440,285304,0,0,0,363168,0,0,62575,51031,0,0,9,9,0,0,0.0,11535.0,3287742.0,3206092.0,1943416.0,116239.0,314857.0,0.0,0.0,0.0,831580.0,0.0,0.0,0.0,0.0,0.0,0.0,81630.0,75892.0,75892.0,0.0,0.0,5738.0,161607.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,161587.0,0.0,0.0,161587.0,0.0,0.0,1273805.0,0.0,0.0,315863.0,158184.0,157359.0,0.0,0.0,320.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,127500,地方独立行政法人さんむ医療センター,1,地方独立行政法人　さんむ医療センター,61,1,4,6,1,3,3,0,0,0,4887863,4835490,2674509,1067059,285949,0,484598,46483,0,0,0,276892,0,0,46804,19109,0,0,153,153,0,0,0.0,27542.0,4874365.0,4824604.0,2985671.0,748588.0,166081.0,0.0,0.0,0.0,924264.0,0.0,0.0,0.0,0.0,0.0,0.0,40804.0,503.0,440.0,0.0,0.0,40301.0,16886.0,0.0,5569.0,0.0,0.0,5569.0,8957.0,0.0,8957.0,13498.0,0.0,0.0,13498.0,0.0,0.0,0.0,0.0,0.0,275994.0,158064.0,117930.0,0.0,0.0,0.0,0.0,383.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,127510,地方独立行政法人東金九十九里地域医療センター,1,東千葉メディカルセンター,61,1,4,6,2,3,3,0,0,0,9350375,9048365,5696101,1236114,603571,0,1275846,4416,0,0,0,232317,0,0,291631,249837,0,0,140,140,0,0,0.0,41654.0,9542490.0,9004731.0,4931014.0,1727797.0,472956.0,0.0,0.0,0.0,1872964.0,0.0,0.0,0.0,0.0,0.0,0.0,517154.0,119988.0,119988.0,0.0,0.0,397166.0,0.0,181889.0,10379.0,0.0,0.0,10379.0,20605.0,0.0,20605.0,0.0,192115.0,0.0,-192115.0,0.0,0.0,853408.0,0.0,0.0,156191.0,34351.0,121840.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,127520,地方独立行政法人総合病院国保旭中央病院,1,地方独立行政法人総合病院国保旭中央病院,61,1,4,6,1,1,3,0,0,0,39663792,38079411,20069785,13213221,2019958,0,1697440,219004,0,0,0,860003,0,0,1576918,322041,0,0,1186,1186,0,0,0.0,1253691.0,39103892.0,37411096.0,16923827.0,11154677.0,3668041.0,0.0,0.0,0.0,5664551.0,0.0,0.0,0.0,0.0,0.0,0.0,1544757.0,365152.0,365152.0,188177.0,0.0,991428.0,700476.0,0.0,7463.0,0.0,0.0,7463.0,148039.0,0.0,148039.0,559900.0,0.0,0.0,559900.0,0.0,0.0,0.0,0.0,0.0,1711182.0,601975.0,1109207.0,0.0,0.0,0.0,0.0,0.0,108734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,137500,地方独立行政法人東京都健康長寿医療センター,1,地方独立行政法人東京都健康長寿医療センター,61,1,1,6,1,1,3,0,0,0,19964247,16748010,8748302,2842119,2793754,0,1086820,11400,0,0,0,1265615,0,0,3216237,0,2277786,68242,417,417,0,0,0.0,869792.0,19802272.0,17084070.0,8478791.0,3901355.0,1552678.0,0.0,0.0,0.0,3151246.0,0.0,0.0,0.0,0.0,0.0,0.0,2711778.0,0.0,0.0,0.0,0.0,2711778.0,168399.0,0.0,0.0,0.0,0.0,0.0,6424.0,6424.0,0.0,161975.0,0.0,0.0,161975.0,0.0,0.0,0.0,0.0,0.0,800150.0,293420.0,506730.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,147500,地方独立行政法人神奈川県立病院機構,1,足柄上病院,61,1,6,6,1,4,3,0,0,0,7512910,7420611,2337524,880823,760219,0,3341446,34695,0,0,0,65904,0,0,92299,47189,0,0,3,3,0,0,0.0,45107.0,6592206.0,6505640.0,3851461.0,819194.0,524575.0,0.0,0.0,0.0,1310410.0,0.0,0.0,0.0,0.0,0.0,0.0,79040.0,71359.0,71359.0,0.0,0.0,7681.0,928230.0,0.0,0.0,0.0,0.0,0.0,7526.0,7526.0,0.0,920704.0,0.0,0.0,920704.0,0.0,0.0,807408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,147500,地方独立行政法人神奈川県立病院機構,2,精神医療センター,61,1,1,6,1,9,3,0,0,0,5323656,5262823,2671570,407546,1757874,0,261472,95437,0,0,0,68924,0,0,60833,32445,0,0,2,2,0,0,0.0,28386.0,4949669.0,4873366.0,3474445.0,279481.0,425533.0,0.0,0.0,0.0,693907.0,0.0,0.0,0.0,0.0,0.0,0.0,74785.0,64959.0,64959.0,0.0,0.0,9826.0,375505.0,0.0,0.0,0.0,0.0,0.0,1518.0,782.0,736.0,373987.0,0.0,0.0,373987.0,0.0,0.0,1790319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,147500,地方独立行政法人神奈川県立病院機構,4,がんセンター,61,1,1,6,1,2,3,0,0,0,24730678,24456609,9662706,10416433,2513081,0,672718,179054,0,0,0,1012617,0,0,274069,141173,0,0,17,17,0,0,0.0,132879.0,23932000.0,23543441.0,8142262.0,7577655.0,2022576.0,0.0,0.0,0.0,5800948.0,0.0,0.0,0.0,0.0,0.0,0.0,358096.0,282753.0,282753.0,0.0,0.0,75343.0,829141.0,0.0,0.0,0.0,0.0,0.0,30463.0,30463.0,0.0,798678.0,0.0,0.0,798678.0,0.0,0.0,2654254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,147500,地方独立行政法人神奈川県立病院機構,5,循環器呼吸器病センター,61,1,1,6,1,4,3,0,0,0,9159347,9090662,3170225,2389142,717293,0,2601488,30255,0,0,0,182259,0,0,68685,33624,0,0,4,4,0,0,0.0,35057.0,7643251.0,7532454.0,3353932.0,1996452.0,412524.0,0.0,0.0,0.0,1769546.0,0.0,0.0,0.0,0.0,0.0,0.0,65225.0,51561.0,51561.0,0.0,0.0,13664.0,1561668.0,0.0,0.0,0.0,0.0,0.0,45572.0,45572.0,0.0,1516096.0,0.0,0.0,1516096.0,0.0,0.0,750917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,147500,地方独立行政法人神奈川県立病院機構,6,こども医療センター,61,1,1,6,2,2,3,0,0,0,17701708,17507610,9243083,2884255,3340023,0,661242,193047,0,0,0,1185960,0,0,194098,98567,0,0,11,11,0,0,0.0,95520.0,17743858.0,17487102.0,9499116.0,3807646.0,1305472.0,0.0,0.0,0.0,2874868.0,0.0,0.0,0.0,0.0,0.0,0.0,256271.0,157929.0,157929.0,0.0,0.0,98342.0,0.0,41665.0,0.0,0.0,0.0,0.0,485.0,485.0,0.0,0.0,42150.0,0.0,-42150.0,0.0,0.0,3438590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,197500,地方独立行政法人山梨県立病院機構,1,県立中央病院,61,1,3,6,1,1,3,0,0,0,26716230,26413061,13479023,8535943,2701774,0,1216193,58810,0,0,0,421318,0,0,303143,128546,0,0,33892,33892,0,0,0.0,140705.0,24955063.0,23543690.0,10080381.0,8719656.0,1676294.0,0.0,0.0,0.0,3067359.0,0.0,0.0,0.0,0.0,0.0,0.0,1396742.0,163679.0,163423.0,0.0,0.0,1233063.0,1775772.0,0.0,26.0,0.0,0.0,26.0,14631.0,14631.0,0.0,1761167.0,0.0,0.0,1761167.0,0.0,0.0,0.0,0.0,0.0,984098.0,386387.0,597711.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,197500,地方独立行政法人山梨県立病院機構,2,県立北病院,61,1,5,6,1,9,3,0,0,0,2715852,2701207,1394377,593228,579420,0,45969,35431,0,0,0,52782,0,0,14645,605,0,0,7717,7717,0,0,0.0,6323.0,2615180.0,2537477.0,1596152.0,254406.0,258928.0,0.0,0.0,0.0,427991.0,0.0,0.0,0.0,0.0,0.0,0.0,76902.0,980.0,980.0,0.0,0.0,75922.0,101473.0,0.0,0.0,0.0,0.0,0.0,801.0,801.0,0.0,100672.0,0.0,0.0,100672.0,0.0,0.0,0.0,0.0,0.0,177951.0,63005.0,114463.0,0.0,0.0,483.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,197510,地方独立行政法人大月市立中央病院,1,地方独立行政法人大月市立中央病院,61,1,6,6,1,5,3,0,0,0,2789790,2489480,828878,905195,274774,500,217880,116651,0,0,0,145602,0,0,300310,14773,273278,0,3,3,0,0,0.0,12256.0,2695181.0,2593036.0,1410662.0,331104.0,279195.0,0.0,0.0,0.0,572075.0,0.0,0.0,0.0,0.0,0.0,0.0,102145.0,26382.0,26382.0,0.0,0.0,75763.0,94609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94609.0,0.0,0.0,94609.0,0.0,0.0,0.0,0.0,0.0,112078.0,37238.0,72611.0,0.0,0.0,2229.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,207500,地方独立行政法人長野県立病院機構,1,信州医療センター,61,1,4,6,1,3,3,0,0,0,7799782,7577979,3784557,1791563,961115,0,743905,30593,0,0,0,266246,0,0,221803,142844,0,0,595,595,0,0,0.0,78364.0,7529963.0,7153067.0,3823945.0,1749439.0,559120.0,0.0,0.0,0.0,1020563.0,0.0,0.0,0.0,0.0,0.0,0.0,375393.0,102642.0,102642.0,54019.0,0.0,218732.0,271322.0,0.0,0.0,0.0,0.0,0.0,1503.0,0.0,1503.0,269819.0,0.0,0.0,269819.0,0.0,0.0,0.0,0.0,0.0,340273.0,135902.0,199318.0,0.0,0.0,5053.0,0.0,4223.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,207500,地方独立行政法人長野県立病院機構,2,こころの医療センター駒ヶ根,61,1,5,6,1,9,3,0,0,0,2258886,2204752,982771,274398,721773,0,163226,15940,0,0,0,46644,0,0,54134,44036,0,0,130,130,0,0,0.0,9968.0,2103791.0,2025488.0,1408069.0,115544.0,190420.0,0.0,0.0,0.0,311455.0,0.0,0.0,0.0,0.0,0.0,0.0,78282.0,35184.0,35184.0,11743.0,0.0,31355.0,155116.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,155095.0,0.0,0.0,155095.0,0.0,0.0,0.0,0.0,0.0,144628.0,64673.0,79955.0,0.0,0.0,0.0,0.0,350.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,207500,地方独立行政法人長野県立病院機構,3,阿南病院,61,1,7,6,1,6,3,0,0,0,2301417,2259213,435568,370330,785849,0,419270,19465,0,0,0,228731,0,0,42204,25433,0,670,88,88,0,0,0.0,16013.0,1926437.0,1843408.0,1116576.0,165675.0,222199.0,0.0,0.0,0.0,338958.0,0.0,0.0,0.0,0.0,0.0,0.0,78775.0,26709.0,26709.0,7925.0,0.0,44141.0,379234.0,0.0,0.0,0.0,0.0,0.0,4254.0,0.0,4254.0,374980.0,0.0,0.0,374980.0,0.0,0.0,0.0,0.0,0.0,88493.0,31104.0,57366.0,0.0,0.0,23.0,0.0,1092.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,207500,地方独立行政法人長野県立病院機構,4,木曽病院,61,1,6,6,1,5,3,0,0,0,4573839,4482713,1481435,1281239,922330,0,470253,21240,0,0,0,306216,0,0,90396,61110,0,0,291,291,0,0,0.0,28995.0,4306288.0,4122535.0,2504773.0,705832.0,265034.0,0.0,0.0,0.0,646896.0,0.0,0.0,0.0,0.0,0.0,0.0,179442.0,41244.0,41244.0,26454.0,0.0,111744.0,271132.0,0.0,730.0,0.0,730.0,0.0,4311.0,0.0,4311.0,267551.0,0.0,0.0,267551.0,0.0,0.0,0.0,0.0,0.0,247525.0,105196.0,139884.0,0.0,0.0,2445.0,0.0,4186.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,207500,地方独立行政法人長野県立病院機構,5,こども病院,61,1,4,6,2,4,3,0,0,0,8487348,8273629,5241419,840572,1698490,0,314547,40307,0,0,0,138294,0,0,213719,147020,0,0,627,627,0,0,0.0,66072.0,8645840.0,8276399.0,4840873.0,1465679.0,743715.0,0.0,0.0,0.0,1226132.0,0.0,0.0,0.0,0.0,0.0,0.0,368033.0,104137.0,104137.0,56966.0,0.0,206930.0,0.0,157084.0,0.0,0.0,0.0,0.0,1408.0,0.0,1408.0,0.0,158492.0,0.0,-158492.0,0.0,0.0,0.0,0.0,0.0,401797.0,166203.0,235594.0,0.0,0.0,0.0,0.0,4279.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,207510,地方独立行政法人長野市民病院,1,長野市民病院,61,1,2,6,1,2,3,0,0,0,15966908,15770735,9160561,4335844,1068034,0,408365,70873,0,0,0,727058,0,0,196173,120962,0,0,6895,6895,0,0,0.0,68316.0,15571720.0,15316116.0,7902834.0,4132147.0,920137.0,0.0,0.0,0.0,2360998.0,0.0,0.0,0.0,0.0,0.0,0.0,255604.0,205369.0,205369.0,0.0,0.0,50235.0,395188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395188.0,0.0,0.0,395188.0,0.0,0.0,0.0,0.0,0.0,800472.0,398969.0,400354.0,0.0,0.0,1149.0,0.0,3893.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,217500,地方独立行政法人岐阜県総合医療センター,1,岐阜県総合医療センター,61,1,2,6,2,1,3,0,0,0,24798067,24586320,15325087,5913069,1559047,0,1221603,43247,0,0,0,524267,0,0,211433,106599,0,0,66803,370,0,0,0.0,38031.0,25382397.0,24084496.0,11916897.0,6523111.0,2117910.0,0.0,0.0,0.0,3526578.0,0.0,0.0,0.0,0.0,0.0,0.0,1262468.0,154367.0,154367.0,0.0,0.0,1108101.0,0.0,549211.0,314.0,0.0,14.0,300.0,35433.0,0.0,35433.0,0.0,584330.0,0.0,-584330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,217510,地方独立行政法人岐阜県立多治見病院,1,多治見病院,61,1,3,6,2,1,3,0,0,0,19690170,19522600,11408650,5169747,1171301,0,1364109,6325,0,0,0,402468,0,0,84044,22302,0,308,1408,1408,0,0,0.0,60026.0,20248179.0,19227408.0,9834206.0,5007902.0,1387640.0,0.0,0.0,0.0,2997660.0,0.0,0.0,0.0,0.0,0.0,0.0,967727.0,42124.0,42124.0,0.0,0.0,925603.0,0.0,588491.0,83526.0,0.0,0.0,83526.0,53044.0,0.0,53044.0,0.0,558009.0,0.0,-558009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,217520,地方独立行政法人岐阜県立下呂温泉病院,1,下呂病院,61,1,5,6,1,4,3,0,0,0,4754829,4684239,1915813,906409,964785,0,735030,120,0,0,0,162082,0,0,61805,49819,0,0,1627,1627,0,0,0.0,10359.0,4591590.0,4386446.0,2794825.0,461548.0,367479.0,0.0,0.0,0.0,762594.0,0.0,0.0,0.0,0.0,0.0,0.0,194486.0,85455.0,85455.0,0.0,0.0,109031.0,165112.0,0.0,8785.0,0.0,0.0,8785.0,10658.0,0.0,10658.0,163239.0,0.0,0.0,163239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,6,0,227500,地方独立行政法人静岡県立病院機構,1,静岡県立総合病院,61,1,1,6,1,1,3,0,0,0,32628409,32266220,17664518,9916661,2657873,0,1097449,129395,0,0,0,800324,0,0,276679,82127,0,0,2685,2685,0,0,0.0,191867.0,32560226.0,31989289.0,12189713.0,9656703.0,2748692.0,0.0,0.0,0.0,7394181.0,0.0,0.0,0.0,0.0,0.0,0.0,358878.0,145568.0,145568.0,0.0,0.0,213310.0,194732.0,0.0,85510.0,0.0,0.0,85510.0,212059.0,0.0,212059.0,68183.0,0.0,0.0,68183.0,0.0,0.0,0.0,0.0,0.0,847594.0,0.0,845857.0,0.0,0.0,1737.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
