決算年度,業務コード,業種コード,事業コード,団体コード,団体名,施設コード,施設名,表番号,行番号,条件1,条件2,条件3,条件4,条件5,条件6,条件7,条件8,列001,列002,列003,列004,列005,列006,列007,列008,列009,列010,列011,列012,列013,列014,列015,列016,列017,列018,列019,列020,列021,列022,列023,列024,列025,列026,列027,列028,列029,列030,列031,列032,列033,列034,列035,列036,列037,列038,列039,列040,列041,列042,列043,列044,列045,列046,列047,列048,列049,列050,列051,列052,列053,列054,列055,列056,列057,列058,列059,列060,列061,列062,列063,列064,列065,列066,列067,列068,列069,列070,列071,列072,列073,列074,列075,列076,列077,列078,列079,列080
2013,46,1,0,12114,網走市,1,末端給水事業,25,1,1,3,1,0,6,2,6,2,108,9,31421,15113,1399,0,10545,3169,46534,352,155,60,5,18936,10057,1932,0,6239,1886,28993,213,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,168.0,14.0,50357.0,25170.0,3331.0,0.0,16784.0,5055.0,75527.0,565.0,242.0,48419.0,1938.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12122,留萌市,1,留萌市水道事業,25,1,1,3,1,0,7,2,1,2,72,6,19874,9325,958,0,7014,1353,29199,283,171,84,7,23831,11183,1190,0,8201,1792,35014,343,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,156.0,13.0,43705.0,20508.0,2148.0,0.0,15215.0,3145.0,64213.0,626.0,374.0,43094.0,611.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12131,苫小牧市,1,末端給水事業,25,1,1,3,1,0,3,2,1,3,324,27,94253,45359,4159,109,32595,8496,139612,1074,445,612,51,206266,106082,11506,2006,72462,20108,312348,2307,1121,24,2,9222,4350,425,11,3287,627,13572,118,69,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,960.0,80.0,309741.0,155791.0,16090.0,2126.0,108344.0,29231.0,465532.0,3499.0,1635.0,298804.0,10937.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12149,稚内市,1,1,25,1,2,3,1,0,6,2,2,2,108,9,34674,17990,1184,150,12306,4350,52664,405,218,84,7,26928,15408,1483,0,9494,4431,42336,305,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,192.0,16.0,61602.0,33398.0,2667.0,150.0,21800.0,8781.0,95000.0,710.0,380.0,59798.0,1804.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12157,美唄市,1,美唄浄水場,25,1,1,3,2,0,7,2,2,2,72,6,22128,10032,2234,0,6401,1397,32160,299,142,81,6,29472,11607,1414,0,8454,1739,41079,288,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,153.0,12.0,51600.0,21639.0,3648.0,0.0,14855.0,3136.0,73239.0,587.0,294.0,49647.0,1953.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12165,芦別市,1,末端給水事業,25,1,1,3,1,0,7,2,1,2,60,5,19137,9034,1091,0,6840,1103,28171,236,121,60,5,21362,8542,124,0,7346,1072,29904,241,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,120.0,10.0,40499.0,17576.0,1215.0,0.0,14186.0,2175.0,58075.0,477.0,258.0,39073.0,1426.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12173,江別市,1,江別市,25,1,1,3,1,0,4,1,1,2,192,16,56912,33568,7108,0,20479,5981,90480,654,303,348,29,111714,60017,11254,0,39452,9311,171731,1251,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,540.0,45.0,168626.0,93585.0,18362.0,0.0,59931.0,15292.0,262211.0,1905.0,916.0,163894.0,4732.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12181,赤平市,1,赤平市,25,1,1,3,1,0,8,2,1,2,30,2,11499,4534,239,0,3858,437,16033,94,50,36,3,11728,5123,467,0,3960,696,16851,130,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,66.0,5.0,23227.0,9657.0,706.0,0.0,7818.0,1133.0,32884.0,224.0,101.0,22189.0,1038.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12190,紋別市,1,末端給水事業,25,1,1,3,2,0,7,2,1,2,120,10,38648,18802,2529,84,13079,3110,57450,433,188,84,7,29792,15348,1460,252,10380,3256,45140,330,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,204.0,17.0,68440.0,34150.0,3989.0,336.0,23459.0,6366.0,102590.0,763.0,357.0,65182.0,3258.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12203,士別市,1,末端給水事業,25,1,1,3,2,0,7,2,2,2,48,4,9113,5795,1984,34,2790,987,14908,102,16,72,6,27773,13780,2378,1,9117,2284,41553,300,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,120.0,10.0,36886.0,19575.0,4362.0,35.0,11907.0,3271.0,56461.0,402.0,168.0,35086.0,1800.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12211,名寄市,1,名寄市上水道,25,1,1,3,2,0,7,2,1,2,84,7,29368,13909,1083,78,9864,2884,43277,328,196,84,7,26571,12284,1723,0,8038,2523,38855,273,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,168.0,14.0,55939.0,26193.0,2806.0,78.0,17902.0,5407.0,82132.0,601.0,295.0,54405.0,1534.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12220,三笠市,1,三笠市,25,1,1,3,1,0,9,2,5,2,36,3,8731,4221,108,0,2777,1336,12952,105,36,12,1,4121,1843,89,0,1437,317,5964,46,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48.0,4.0,12852.0,6064.0,197.0,0.0,4214.0,1653.0,18916.0,151.0,59.0,12696.0,156.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12238,根室市,1,水道事業,25,1,2,3,1,0,7,2,6,2,84,7,27971,13580,1219,0,10063,2298,41551,295,143,132,11,51675,24465,1481,99,18680,4205,76140,556,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,216.0,18.0,79646.0,38045.0,2700.0,99.0,28743.0,6503.0,117691.0,851.0,424.0,76592.0,3054.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12246,千歳市,1,末端給水事業施設,25,1,2,3,1,0,5,2,1,3,72,6,16711,9861,2657,0,5502,1702,26572,213,53,203,17,66612,37590,7047,0,23454,7089,104202,745,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,275.0,23.0,83323.0,47451.0,9704.0,0.0,28956.0,8791.0,130774.0,958.0,410.0,80246.0,3077.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12289,深川市,1,深川市水道事業,25,1,1,3,2,0,7,2,5,1,84,7,30728,15517,2458,1,9846,3212,46245,361,207,12,1,4880,2086,177,1,1602,306,6966,54,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,96.0,8.0,35608.0,17603.0,2635.0,2.0,11448.0,3518.0,53211.0,415.0,238.0,34360.0,1248.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12297,富良野市,1,末端給水事業,25,1,1,3,1,0,7,2,3,2,36,3,11238,5230,995,0,3754,481,16468,109,49,31,2,10406,5354,1563,0,3441,350,15760,91,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,67.0,5.0,21644.0,10584.0,2558.0,0.0,7195.0,831.0,32228.0,200.0,90.0,20786.0,858.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12301,登別市,1,末端給水事業,25,1,1,3,1,0,6,1,5,2,72,6,21452,11982,1799,0,7489,2694,33434,239,102,84,7,25342,13757,3171,0,8782,1804,39099,262,112,0,0,0,0,0,0,0,0,0,0,0,24,2,8372,3856,453,0,3004,399.0,12228.0,97.0,57.0,180.0,15.0,55166.0,29595.0,5423.0,0.0,19275.0,4897.0,84761.0,598.0,271.0,52631.0,2535.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12319,恵庭市,1,末端給水事業,25,1,1,3,1,0,5,2,5,2,72,6,27083,18049,5977,0,9967,2105,45132,298,161,132,11,39027,19881,3129,0,13192,3560,58908,566,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,204.0,17.0,66110.0,37930.0,9106.0,0.0,23159.0,5665.0,104040.0,864.0,471.0,63725.0,2385.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12335,伊達市,1,末端給水事業,25,1,1,3,1,0,6,2,4,3,72,6,26022,13140,2353,98,9474,1215,39162,303,186,84,7,29258,15915,1982,0,10720,3213,45173,325,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,156.0,13.0,55280.0,29055.0,4335.0,98.0,20194.0,4428.0,84335.0,628.0,342.0,53487.0,1793.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12343,北広島市,1,北広島市水道事業,25,1,1,3,1,0,5,1,5,2,96,8,28452,17229,4651,0,10190,2388,45681,330,154,156,13,53465,30192,4970,0,20064,5158,83657,604,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,252.0,21.0,81917.0,47421.0,9621.0,0.0,30254.0,7546.0,129338.0,934.0,480.0,78101.0,3816.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12351,石狩市,1,石狩市水道事業,25,1,1,3,2,0,5,1,5,1,120,10,38826,21033,3044,0,14023,3966,59859,412,200,144,12,43629,23033,3768,10,15631,3624,66662,575,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,264.0,22.0,82455.0,44066.0,6812.0,10.0,29654.0,7590.0,126521.0,987.0,515.0,78875.0,3580.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12360,北斗市,1,水道事業,25,1,2,3,1,0,6,2,2,3,48,4,17629,8710,1201,0,6288,1221,26339,195,107,36,3,12744,6214,1428,0,4468,318,18958,132,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,84.0,7.0,30373.0,14924.0,2629.0,0.0,10756.0,1539.0,45297.0,327.0,177.0,28669.0,1704.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,13030,当別町,1,当別町水道事業,25,1,1,4,2,0,7,1,5,1,48,4,13723,6688,596,0,4788,1304,20411,145,61,21,1,7903,4101,376,0,3216,509,12004,48,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,69.0,5.0,21626.0,10789.0,972.0,0.0,8004.0,1813.0,32415.0,193.0,82.0,20922.0,704.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,13315,松前町,1,末端給水事業,25,1,2,4,1,0,9,2,1,2,36,3,12430,5547,175,0,4527,845,17977,135,79,36,3,11408,5069,419,0,4097,553,16477,127,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,72.0,6.0,23838.0,10616.0,594.0,0.0,8624.0,1398.0,34454.0,262.0,130.0,22920.0,918.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,13323,福島町,1,末端給水事業,25,1,1,4,1,1,0,2,1,2,12,1,3989,1974,210,0,1435,329,5963,42,1,12,1,3771,1807,111,0,1319,377,5578,42,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24.0,2.0,7760.0,3781.0,321.0,0.0,2754.0,706.0,11541.0,84.0,13.0,7388.0,372.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,13331,知内町,1,末端給水事業,25,1,2,4,1,1,0,3,1,3,36,3,11930,5460,195,0,4302,963,17390,136,77,12,1,4689,2218,350,0,1692,176,6907,56,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48.0,4.0,16619.0,7678.0,545.0,0.0,5994.0,1139.0,24297.0,192.0,112.0,16073.0,546.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,13340,木古内町,1,木古内町水道事業,25,1,1,4,2,1,0,2,3,1,36,3,13664,6226,104,0,5288,834,19890,159,97,24,2,8377,4035,222,0,3141,672,12412,98,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60.0,5.0,22041.0,10261.0,326.0,0.0,8429.0,1506.0,32302.0,257.0,143.0,21513.0,528.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,13374,七飯町,1,七飯上水道・藤城簡易水道・大沼簡易水道,25,1,2,4,1,0,7,1,6,3,36,3,9788,4632,685,0,3507,440,14420,108,39,84,7,27832,13930,1939,0,10114,1877,41762,336,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,120.0,10.0,37620.0,18562.0,2624.0,0.0,13621.0,2317.0,56182.0,444.0,236.0,36624.0,996.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,13439,鹿部町,1,施設001,25,1,1,4,1,1,0,3,1,3,12,1,4074,1590,56,0,1421,113,5664,42,9,12,1,4446,1848,166,0,1570,112,6294,51,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24.0,2.0,8520.0,3438.0,222.0,0.0,2991.0,225.0,11958.0,93.0,17.0,7914.0,606.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,13455,森町,1,上水道事業,25,1,2,4,2,0,8,2,1,2,12,1,4825,2067,15,0,1795,257,6892,52,34,24,2,8763,4287,119,0,3303,865,13050,97,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,36.0,3.0,13588.0,6354.0,134.0,0.0,5098.0,1122.0,19942.0,149.0,93.0,13066.0,522.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,13463,八雲町,1,八雲町水道事業,25,1,1,4,1,0,8,1,4,3,36,3,12174,7224,1703,1,4579,941,19398,135,85,24,2,8290,5054,1391,0,3045,618,13344,87,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60.0,5.0,20464.0,12278.0,3094.0,1.0,7624.0,1559.0,32742.0,222.0,132.0,19670.0,794.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,13471,長万部町,1,長万部町水道事業,25,1,2,4,1,0,9,2,4,2,24,2,7180,3165,44,0,2525,596,10345,76,8,24,2,7078,3263,82,0,2495,686,10341,79,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48.0,4.0,14258.0,6428.0,126.0,0.0,5020.0,1282.0,20686.0,155.0,49.0,13712.0,546.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,13617,江差町,1,江差町,25,1,1,4,1,0,9,2,1,1,12,1,4126,2352,852,0,1363,137,6478,40,21,12,1,2771,1248,254,0,914,80,4019,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24.0,2.0,6897.0,3600.0,1106.0,0.0,2277.0,217.0,10497.0,75.0,23.0,6585.0,312.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,13625,上ノ国町,1,水道施設,25,1,1,4,1,1,0,2,1,2,24,2,7744,3588,55,0,2827,706,11332,83,30,12,1,5024,2606,0,0,1940,666,7630,53,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,36.0,3.0,12768.0,6194.0,55.0,0.0,4767.0,1372.0,18962.0,136.0,49.0,11910.0,858.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,14001,倶知安町,1,1,25,1,1,4,1,0,8,2,6,3,36,3,10838,7127,140,0,3534,3453,17965,118,59,40,3,11729,13580,1080,4,3316,9180,25309,117,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,76.0,6.0,22567.0,20707.0,1220.0,4.0,6850.0,12633.0,43274.0,235.0,90.0,21883.0,684.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,14028,岩内町,1,岩内町水道事業,25,1,1,4,2,0,8,2,1,2,42,3,14091,7316,1894,0,4653,769,21407,134,68,24,2,7009,4855,1634,0,2391,830,11864,71,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,66.0,5.0,21100.0,12171.0,3528.0,0.0,7044.0,1599.0,33271.0,205.0,95.0,20200.0,900.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,14087,余市町,1,余市町水道施設,25,1,1,4,1,0,7,1,3,1,60,5,17978,8227,781,0,6078,1368,26205,213,102,72,6,26233,11995,772,0,9425,1798,38228,304,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,132.0,11.0,44211.0,20222.0,1553.0,0.0,15503.0,3166.0,64433.0,517.0,246.0,42105.0,2106.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,14257,上砂川町,5,010の施設名称005,25,1,3,4,1,1,1,2,1,1,12,1,3891,1562,0,0,1347,215,5453,41,22,24,2,6647,2755,0,0,2024,731,9402,93,39,0,0,0,0,0,0,0,0,0,0,0,24,2,4032,672,0,0,672,0.0,4704.0,114.0,15.0,60.0,5.0,14570.0,4989.0,0.0,0.0,4043.0,946.0,19559.0,248.0,76.0,14102.0,468.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,14273,由仁町,1,由仁町,25,1,1,4,1,0,9,2,4,1,24,2,3946,1999,260,0,1452,287,5945,78,36,24,2,3641,1804,232,0,1325,247,5445,78,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48.0,4.0,7587.0,3803.0,492.0,0.0,2777.0,534.0,11390.0,156.0,58.0,7146.0,441.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,14290,栗山町,1,栗山,25,1,1,4,1,0,8,2,2,2,48,4,16691,6741,238,0,5475,1028,23432,176,90,24,2,8810,3301,28,0,2894,379,12111,98,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,72.0,6.0,25501.0,10042.0,266.0,0.0,8369.0,1407.0,35543.0,274.0,134.0,24601.0,900.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,14346,秩父別町,5,簡易水道事業,25,1,3,4,2,1,1,1,5,1,12,1,3669,2245,8,0,1308,929,5914,43,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12.0,1.0,3669.0,2245.0,8.0,0.0,1308.0,929.0,5914.0,43.0,17.0,3669.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,14371,北竜町,5,北竜町簡易水道,25,1,3,4,2,1,1,2,5,1,12,1,1445,196,0,18,178,0,1641,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12.0,1.0,1445.0,196.0,0.0,18.0,178.0,0.0,1641.0,58.0,1.0,1445.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,14389,沼田町,1,末端給水事業,25,1,1,4,1,1,0,2,5,1,12,1,3467,2134,611,0,1194,329,5601,42,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12.0,1.0,3467.0,2134.0,611.0,0.0,1194.0,329.0,5601.0,42.0,19.0,3467.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,14524,鷹栖町,1,石狩川浄水場,25,1,1,4,2,0,9,1,2,1,12,1,5891,2464,538,0,1548,378,8355,45,27,12,1,1961,1140,0,0,1100,40,3101,46,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24.0,2.0,7852.0,3604.0,538.0,0.0,2648.0,418.0,11456.0,91.0,54.0,7625.0,227.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,14532,東神楽町,1,末端給水事業,25,1,1,4,2,0,9,1,2,1,0,0,0,0,0,0,0,0,0,0,0,24,2,6890,3322,176,0,2353,793,10212,71,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24.0,2.0,6890.0,3322.0,176.0,0.0,2353.0,793.0,10212.0,71.0,7.0,6578.0,312.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,14541,当麻町,1,010の施設名称００１,25,1,1,4,1,0,9,2,3,2,24,2,8177,3507,5,0,2889,613,11684,92,41,24,2,7290,3217,423,0,2503,291,10507,78,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48.0,4.0,15467.0,6724.0,428.0,0.0,5392.0,904.0,22191.0,170.0,83.0,15155.0,312.0,0.0,,,,,,,,,,,,,,,,,,,,,,
